lid,date,image,site,mean.c2rcc_flags.img,mean.conc_chl.img,mean.conc_tsm.img,mean.iop_adet.img,mean.iop_adg.img,mean.iop_agelb.img,mean.iop_apig.img,mean.iop_atot.img,mean.iop_bpart.img,mean.iop_btot.img,mean.iop_bwit.img,mean.kd489.img,mean.kdmin.img,mean.kd_z90max.img,mean.latitude.img,mean.longitude.img,mean.pixel_classif_flags.img,mean.quality_flags.img,mean.rhow_10.img,mean.rhow_11.img,mean.rhow_12.img,mean.rhow_16.img,mean.rhow_17.img,mean.rhow_18.img,mean.rhow_1.img,mean.rhow_21.img,mean.rhow_2.img,mean.rhow_3.img,mean.rhow_4.img,mean.rhow_5.img,mean.rhow_6.img,mean.rhow_7.img,mean.rhow_8.img,mean.rhow_9.img,mean.rhown_10.img,mean.rhown_11.img,mean.rhown_12.img,mean.rhown_16.img,mean.rhown_17.img,mean.rhown_18.img,mean.rhown_1.img,mean.rhown_21.img,mean.rhown_2.img,mean.rhown_3.img,mean.rhown_4.img,mean.rhown_5.img,mean.rhown_6.img,mean.rhown_7.img,mean.rhown_8.img,mean.rhown_9.img,mean.rtoa_10.img,mean.rtoa_11.img,mean.rtoa_12.img,mean.rtoa_13.img,mean.rtoa_14.img,mean.rtoa_15.img,mean.rtoa_16.img,mean.rtoa_17.img,mean.rtoa_18.img,mean.rtoa_19.img,mean.rtoa_1.img,mean.rtoa_20.img,mean.rtoa_21.img,mean.rtoa_2.img,mean.rtoa_3.img,mean.rtoa_4.img,mean.rtoa_5.img,mean.rtoa_6.img,mean.rtoa_7.img,mean.rtoa_8.img,mean.rtoa_9.img,mean.unc_adet.img,mean.unc_adg.img,mean.unc_agelb.img,mean.unc_apig.img,mean.unc_atot.img,mean.unc_bpart.img,mean.unc_btot.img,mean.unc_bwit.img,mean.unc_chl.img,mean.unc_kd489.img,mean.unc_kdmin.img,mean.unc_kd_z90max.img,mean.unc_tsm.img,idpix,idepixflag,date_nzst.x,name,area,perimeter,Agency,SiteID,date_nzst.y,chla_insitu,dateDiff
11133,2016-08-16,S3A_OL_1_EFR____20160816T214621_20160816T214921_20180228T075002_0179_007_314_3600_LR2_R_NT_002.SEN3c2rcc.data,Lake Rotorua,-2147483648,4.60079622268677,2.11114287376404,0.139553368091583,0.276476800441742,0.136923417448997,0.232234612107277,0.508711397647858,0.384034872055054,2.07984590530396,1.6958110332489,0.487913697957993,0.365335792303085,2.73870873451233,-38.0619010925293,176.25439453125,0,-1610612736,0.00324768899008632,0.00213836482726038,0.000643298146314919,0.000706224760506302,0.000293981458526105,0.000247805815888569,0.00434249406680465,4.58700887975283e-05,0.00467172497883439,0.00572834443300962,0.00842749327421188,0.00968466978520155,0.0113344080746174,0.00545533373951912,0.00338221155107021,0.00322963343933225,0.00335781369358301,0.00224252068437636,0.000688479281961918,0,0,0,0.00460169930011034,0,0.00507435295730829,0.00619752332568169,0.00855943933129311,0.00955870468169451,0.0109769757837057,0.00548913888633251,0.00351826008409262,0.00334896543063223,0.0292036905884743,0.0262014642357826,0.0219743531197309,0.00899747665971518,0.0125233996659517,0.0193333961069584,0.0200546644628048,0.0144631899893284,0.0136957131326199,0.011453403159976,0.174760326743126,0.00700512109324336,0.0111960861831903,0.160013645887375,0.125332161784172,0.0893358811736107,0.0781552046537399,0.0575506202876568,0.037424348294735,0.0303951613605022,0.0296430196613073,0.0190498679876328,0.0398464947938919,0.0245404578745365,0.0287805069237947,0.0537231639027596,0.149875402450562,0.377126127481461,0.393705129623413,0.524496257305145,0.0388884693384171,0.0292135309427977,0.236955687403679,0.421970933675766,0,OK,2016-08-17,Lake Rotorua,80602299.3105469,45880.903470049,Bay of Plenty Regional Council,Lake Rotorua at Site 5 (Integrated),2016-08-16,5.9,1
11133,2017-05-21,S3A_OL_1_EFR____20170521T213854_20170521T214154_20180421T070205_0179_018_043_3600_LR2_R_NT_002.SEN3c2rcc.data,Lake Rotorua,-2147483648,5.16840791702271,3.25654435157776,0.183016076683998,0.242870911955833,0.0598548389971256,0.259719431400299,0.502590358257294,0.0278265383094549,3.29392838478088,3.2661018371582,0.608479142189026,0.467668086290359,2.21391272544861,-38.0618515014648,176.253936767578,0,-1605030528,0.00326863816007972,0.00235724844969809,0.000762447831220925,0.000828903401270509,0.000344776373822242,0.000290235970169306,0.00374375726096332,5.23556191183161e-05,0.0039620054885745,0.00462295254692435,0.00646238727495074,0.00743950065225363,0.00889753736555576,0.00486510619521141,0.00323273590765893,0.00316478754393756,0.00321225519292057,0.00241905986331403,0.000780835514888167,0,0,0,0.00388218555599451,0,0.0042052548378706,0.00499328505247831,0.00646988349035382,0.00708533264696598,0.00814011134207249,0.00492724729701877,0.00331911630928516,0.00317182415165007,0.0345677770674229,0.0306615512818098,0.025600565597415,0.00931736174970865,0.0136444643139839,0.021651903167367,0.0227482970803976,0.0158686563372612,0.0145553564652801,0.0117372991517186,0.204013362526894,0.00707018468528986,0.0118980351835489,0.186914831399918,0.148466005921364,0.105907991528511,0.0919321104884148,0.0664460808038712,0.0443353019654751,0.0359025187790394,0.0350429229438305,0.019892955198884,0.0269208531826735,0.0103908972814679,0.0331368558108807,0.0459975004196167,0.0215627830475569,0.546963632106781,0.5605748295784,0.607304871082306,0.0398588515818119,0.0305531285703182,0.150550737977028,0.599282145500183,0,OK,2017-05-22,Lake Rotorua,80602299.3105469,45880.903470049,Bay of Plenty Regional Council,Lake Rotorua at Site 5 (Integrated),2017-05-21,10.3,1
11133,2018-12-08,S3B_OL_1_EFR____20181208T212538_20181208T212838_20200115T175021_0180_019_271_3600_MR1_R_NT_002.SEN3c2rcc.data,Lake Rotorua,-2147483648,2.30775856971741,1.24776446819305,0.0829306691884995,0.184154525399208,0.101223856210709,0.119632534682751,0.303787052631378,0.536404609680176,1.18906271457672,0.65265816450119,0.265218257904053,0.212772950530052,4.70142698287964,-38.0616340637207,176.253631591797,0,-1607456000,0.00193530728574842,0.00113722449168563,0.00033395312493667,0.000366000778740272,0.00015310502203647,0.000129383610328659,0.00504226703196764,2.44344209932024e-05,0.00539114326238632,0.00640019355341792,0.00866712257266045,0.00902815628796816,0.00899866595864296,0.00340125383809209,0.00203550653532147,0.00195375015027821,0.0018601460615173,0.00112771196290851,0.0003369678161107,0,0,0,0.00480687618255615,0,0.00518466020002961,0.00610165623947978,0.00796926394104958,0.00819796323776245,0.00801939144730568,0.00315429805777967,0.00194815068971366,0.00186812749598175,0.0334351658821106,0.0294249467551708,0.0267107393592596,0.0109305931255221,0.0159642249345779,0.0238123517483473,0.0243577230721712,0.0180897805839777,0.0168248470872641,0.0124121094122529,0.195170894265175,0.0058907805941999,0.0179058853536844,0.178327947854996,0.138832375407219,0.0985944420099258,0.0865394994616508,0.0650980770587921,0.0440815538167953,0.0353299528360367,0.0341693237423897,0.0111399348825216,0.0200965516269207,0.0130907529965043,0.0143310455605388,0.0200307182967663,0.100865095853806,0.112770028412342,0.154475226998329,0.253953248262405,0.0115167535841465,0.00923897325992584,0.213334307074547,0.135658517479897,0,OK,2018-12-09,Lake Rotorua,80602299.3105469,45880.903470049,Bay of Plenty Regional Council,Lake Rotorua at Site 5 (Integrated),2018-12-11,6.4,2
11133,2018-12-09,S3A_OL_1_EFR____20181209T213859_20181209T214159_20181211T021055_0180_039_043_3600_LN1_O_NT_002.SEN3c2rcc.data,Lake Rotorua,-2147483648,3.70006203651428,1.70626711845398,0.0705806910991669,0.189825892448425,0.119245193898678,0.188351407647133,0.378177285194397,0.680723786354065,1.65767455101013,0.976950764656067,0.331387877464294,0.247731894254684,4.04113817214966,-38.0612525939941,176.253509521484,0,-1610612864,0.0027247448451817,0.00168638420291245,0.000492974824737757,0.00053862197091803,0.000220007379539311,0.000184945311048068,0.0049908235669136,3.36392731696833e-05,0.0053381328471005,0.00643624318763614,0.00920110009610653,0.010290683247149,0.0113458354026079,0.00466602249071002,0.00281359627842903,0.00270939758047462,0.00267323665320873,0.00169158552307636,0.000509929086547345,0,0,0,0.00497122062370181,0,0.00539334118366241,0.00643537845462561,0.00886606983840466,0.00971114821732044,0.0105276526883245,0.00453132716938853,0.00280402740463614,0.00266971881501377,0.0293431468307972,0.0259322095662355,0.0228226743638515,0.00917563401162624,0.0133651876822114,0.019803699105978,0.0208759773522615,0.0157146416604519,0.0147345345467329,0.0110828978940845,0.166201025247574,0.00570776080712676,0.0144335366785526,0.150613024830818,0.116812899708748,0.083625391125679,0.0735383927822113,0.0565263107419014,0.0384074561297894,0.0308932587504387,0.0298482421785593,0.0102993343025446,0.022251732647419,0.0172946024686098,0.0210882965475321,0.0264710988849401,0.148344501852989,0.180260434746742,0.237980008125305,0.379530787467957,0.0160653069615364,0.0120067782700062,0.20513217151165,0.210977301001549,0,OK,2018-12-10,Lake Rotorua,80602299.3105469,45880.903470049,Bay of Plenty Regional Council,Lake Rotorua at Site 5 (Integrated),2018-12-11,6.4,1
11133,2019-01-16,S3B_OL_1_EFR____20190116T211428_20190116T211728_20200111T152509_0179_021_057_3600_MR1_R_NT_002.SEN3c2rcc.data,Lake Rotorua,-2147482368,1.63265764713287,0.592036247253418,0.0111030172556639,0.0556565262377262,0.0445535108447075,0.0857656598091125,0.141422182321548,0.316753953695297,0.538987874984741,0.222233951091766,0.125752851366997,0.118561528623104,8.46920013427734,-38.061450958252,176.254180908203,0,-1605446144,0.00114548136480153,0.000597608566749841,0.000168127560755238,0.000180753660970367,7.11183674866334e-05,5.94815319345798e-05,0.00843530148267746,1.04433202068321e-05,0.00884634722024202,0.00973414164036512,0.0114258471876383,0.0104090804234147,0.00820679683238268,0.00203628046438098,0.00116607453674078,0.00115093332715333,0.00107389455661178,0.000581078988034278,0.000168699029018171,0,0,0,0.00781397800892591,0,0.00813782773911953,0.00865626707673073,0.010043284855783,0.00889851246029139,0.00691449735313654,0.0019329342758283,0.00112987589091063,0.00109138584230095,0.0351968035101891,0.0305844582617283,0.0270405374467373,0.0106773469597101,0.0152316922321916,0.0229417290538549,0.0239376723766327,0.0160122886300087,0.0141710257157683,0.0101867262274027,0.236613839864731,0.00581361772492528,0.0142563078552485,0.216479569673538,0.16789186000824,0.116245917975903,0.0998939797282219,0.0711679086089134,0.0470386259257793,0.0374172478914261,0.0362387634813786,0.00312147289514542,0.00669092126190662,0.00541320070624352,0.00846492219716311,0.00765399169176817,0.0418165177106857,0.0392189025878906,0.0470734015107155,0.146883964538574,0.00406682398170233,0.0038338303565979,0.281778633594513,0.0500947311520576,0,OK,2019-01-17,Lake Rotorua,80602299.3105469,45880.903470049,Bay of Plenty Regional Council,Lake Rotorua at Site 5 (Integrated),2019-01-15,9.2,2
11133,2019-04-13,S3B_OL_1_EFR____20190413T215928_20190413T220228_20200112T081253_0179_024_143_3600_MR1_R_NT_002.SEN3c2rcc.data,Lake Rotorua,-2147483648,5.39108943939209,4.21649312973022,0.159280344843864,0.242537423968315,0.0832570940256119,0.270455420017242,0.512992858886719,0.0163654517382383,4.33668661117554,4.32032108306885,0.556608140468597,0.413272559642792,2.64007878303528,-38.0620880126953,176.252746582031,0,-1610612736,0.00340241938829422,0.00236643338575959,0.000725156744010746,0.00079006003215909,0.000314159202389419,0.000262600893620402,0.00296579417772591,4.55343870271463e-05,0.00325155770406127,0.00412165094166994,0.00637118192389607,0.00754446443170309,0.00946286041289568,0.00491779763251543,0.00330479722470045,0.00327422097325325,0.00323217967525125,0.00229379860684276,0.000730290892533958,0,0,0,0.00303999474272132,0,0.00338906818069518,0.00437289895489812,0.00628661317750812,0.00717302039265633,0.008611093275249,0.00494840880855918,0.00331867090426385,0.00318612018600106,0.0246563050895929,0.0223301500082016,0.0183624215424061,0.0071911052800715,0.0100269671529531,0.0157463643699884,0.016283618286252,0.0116216083988547,0.0106752924621105,0.00835776142776012,0.152974456548691,0.00483919447287917,0.00961084198206663,0.139081403613091,0.10725960880518,0.0745411142706871,0.065281867980957,0.049417681992054,0.0319976210594177,0.0253278557211161,0.0246766526252031,0.0190444570034742,0.0284791812300682,0.0126729365438223,0.0354268103837967,0.0546433702111244,0.0125205088406801,0.845192968845367,0.776386797428131,0.651110768318176,0.0372419022023678,0.0278147775679827,0.20683827996254,0.902051031589508,0,OK,2019-04-14,Lake Rotorua,80602299.3105469,45880.903470049,Bay of Plenty Regional Council,Lake Rotorua at Site 5 (Integrated),2019-04-15,15.9,1
11133,2019-04-14,S3B_OL_1_EFR____20190414T213317_20190414T213617_20200112T082329_0180_024_157_3600_MR1_R_NT_002.SEN3c2rcc.data,Lake Rotorua,-2147483648,6.88845682144165,5.45606088638306,0.363174557685852,0.444409906864166,0.081235371530056,0.342374414205551,0.786784291267395,0.0434334203600883,5.69722700119019,5.6537938117981,1.02600741386414,0.737934470176697,1.39003896713257,-38.0611343383789,176.253875732422,0,-1610612736,0.00421048700809479,0.00343676842749119,0.00118637189734727,0.00129043322522193,0.000544953334610909,0.000459622126072645,0.00334912887774408,8.30504868645221e-05,0.0035393382422626,0.00409634225070477,0.0057034813798964,0.0066788038238883,0.00847097672522068,0.00580575875937939,0.00411409884691238,0.00402842694893479,0.00389611558057368,0.00334164570085704,0.00115200818981975,0,0,0,0.003322200383991,0,0.00357431545853615,0.00423866184428334,0.00544800003990531,0.00604437617585063,0.00733379554003477,0.00556606007739902,0.00398145103827119,0.00379657931625843,0.0318478643894196,0.0284968465566635,0.0232414081692696,0.00889464560896158,0.012513586319983,0.0196029935032129,0.0209056716412306,0.0148696172982454,0.0139179797843099,0.0110314348712564,0.193706333637238,0.00654344214126468,0.0117375692352653,0.176785096526146,0.137776419520378,0.096321240067482,0.0832612216472626,0.0612871125340462,0.0400428511202335,0.0325032211840153,0.0319416671991348,0.0356008671224117,0.0435470826923847,0.0152595220133662,0.0439229197800159,0.0666100978851318,0.0349783897399902,0.706161558628082,0.877729117870331,0.814012765884399,0.0544930063188076,0.0391906574368477,0.0773629546165466,0.7635418176651,0,OK,2019-04-15,Lake Rotorua,80602299.3105469,45880.903470049,Bay of Plenty Regional Council,Lake Rotorua at Site 5 (Integrated),2019-04-15,15.9,0
11133,2019-04-15,S3A_OL_1_EFR____20190415T214635_20190415T214935_20190417T005140_0180_043_314_3600_LN1_O_NT_002.SEN3c2rcc.data,Lake Rotorua,-2147483648,6.2008113861084,5.26475763320923,0.283706218004227,0.352392464876175,0.0686862394213676,0.309424221515656,0.661816656589508,0.0335330367088318,5.48325204849243,5.4497184753418,0.828004539012909,0.610644817352295,1.69583475589752,-38.0616912841797,176.253997802734,0,-1610612736,0.00424463581293821,0.00332918623462319,0.00110766326542944,0.00120508507825434,0.000500408001244068,0.000420903466874734,0.00378768239170313,7.52313790144399e-05,0.00401569763198495,0.00469492189586163,0.00661507109180093,0.00773434434086084,0.00965361855924129,0.00604647025465965,0.00416999962180853,0.00407602917402983,0.00423567788675427,0.00341844838112593,0.00113220210187137,0,0,0,0.00399962114170194,0,0.00433845864608884,0.00517892884090543,0.00676999613642693,0.00753267714753747,0.0091139143332839,0.00628333538770676,0.00437128031626344,0.00415836786851287,0.0284387711435556,0.025116017088294,0.0203711166977882,0.00803801883012056,0.0117589645087719,0.0177483763545752,0.0181267913430929,0.0130814127624035,0.0121244257315993,0.00983365625143051,0.167081907391548,0.00568552035838366,0.0106358416378498,0.152056708931923,0.118246637284756,0.082616962492466,0.0718241930007935,0.0538517199456692,0.0353300496935844,0.0284011084586382,0.0280752349644899,0.0283540599048138,0.0350901074707508,0.0124410009011626,0.0395353138446808,0.0567826293408871,0.0267027411609888,0.785036861896515,0.867658495903015,0.729686200618744,0.0450383760035038,0.0332701317965984,0.100766137242317,0.843685925006866,0,OK,2019-04-16,Lake Rotorua,80602299.3105469,45880.903470049,Bay of Plenty Regional Council,Lake Rotorua at Site 5 (Integrated),2019-04-15,15.9,1
11133,2019-06-17,S3A_OL_1_EFR____20190617T211256_20190617T211556_20190619T003103_0179_046_057_3600_LN1_O_NT_002.SEN3c2rcc.data,Lake Rotorua,-2147483648,12.6784076690674,3.36285710334778,1.17664968967438,1.40018856525421,0.223538920283318,0.615500628948212,2.01568937301636,0.304732859134674,3.40814828872681,3.10341548919678,2.32561683654785,1.58113276958466,0.634740114212036,-38.0616912841797,176.254440307617,0,-1602224128,0.00246029486879706,0.00218944041989744,0.000910706061404198,0.000996648799628019,0.000473787484224886,0.000406810402637348,0.00161187723278999,8.11941863503307e-05,0.00168809026945382,0.00186337972991168,0.00231635593809187,0.00255167973227799,0.00316310953348875,0.00292050093412399,0.00234663533046842,0.00234314613044262,0.00215368182398379,0.00190511473920196,0.000818065018393099,0,0,0,0.0015504154143855,0,0.0016043676296249,0.00177813332993537,0.00210123765282333,0.00229076785035431,0.0027011469937861,0.00247171916998923,0.00203037541359663,0.00204351427964866,0.0609035044908524,0.054783258587122,0.046228714287281,0.0156791340559721,0.0234568566083908,0.0391621589660645,0.0407078862190247,0.0270952675491571,0.0244917999953032,0.0194025859236717,0.339453905820847,0.0123565113171935,0.0200409647077322,0.3161441385746,0.257119596004486,0.184644982218742,0.158327281475067,0.108850218355656,0.0740599483251572,0.0633501559495926,0.0618536025285721,0.112827055156231,0.118679992854595,0.0477888025343418,0.0806385353207588,0.144745200872421,0.120569258928299,0.336965769529343,0.431595951318741,1.53120827674866,0.124584220349789,0.0846996903419495,0.0360036492347717,0.380271643400192,0,OK,2019-06-18,Lake Rotorua,80602299.3105469,45880.903470049,Bay of Plenty Regional Council,Lake Rotorua at Site 5 (Integrated),2019-06-18,17.6,0
11133,2019-06-18,S3B_OL_1_EFR____20190618T214806_20190618T215106_20200112T205328_0179_026_314_3600_MR1_R_NT_002.SEN3c2rcc.data,Lake Rotorua,-2147483648,7.64377927780151,4.98899173736572,0.46414241194725,0.555901408195496,0.0917589664459229,0.378374129533768,0.934275507926941,0.0271984934806824,5.17891788482666,5.15171957015991,1.29297852516174,0.921590745449066,1.12162172794342,-38.0619888305664,176.253921508789,0,-1610612736,0.00323819043114781,0.0026737661100924,0.000975098693743348,0.00106102484278381,0.000467127072624862,0.000396618619561195,0.00226763845421374,7.43369819247164e-05,0.0024006615858525,0.00279116653837264,0.00388483726419508,0.00455279741436243,0.00587413972243667,0.00436202669516206,0.00316152581945062,0.00310489442199469,0.00339335575699806,0.00289418967440724,0.00103691348340362,0,0,0,0.00247277831658721,0,0.00268823094666004,0.00326983956620097,0.00426332000643015,0.00474603893235326,0.00578563846647739,0.00457981694489717,0.00338831916451454,0.0032839619088918,0.0348689556121826,0.031299851834774,0.0261287093162537,0.00938989873975515,0.0140789933502674,0.0223912186920643,0.0234349258244038,0.0168049354106188,0.0160606391727924,0.0129739316180348,0.192395940423012,0.00816161837428808,0.012738480232656,0.177804291248322,0.1415004581213,0.10170491784811,0.0882897302508354,0.06424480676651,0.0437814444303513,0.0359977521002293,0.034920759499073,0.0456203632056713,0.0540380664169788,0.0166353769600391,0.0508261993527412,0.082147516310215,0.0210660360753536,0.694817185401917,0.81422370672226,0.947592973709106,0.0585282780230045,0.0417953282594681,0.0557803362607956,0.751909613609314,0,OK,2019-06-19,Lake Rotorua,80602299.3105469,45880.903470049,Bay of Plenty Regional Council,Lake Rotorua at Site 5 (Integrated),2019-06-18,17.6,1
